Date/Time (IST),DO (mg/L),pH,Temperature (°C),QC_Flag_DateTime,QC_Flag_DO,QC_Flag_pH
2025-11-30 21:30:01,6.28,8.33,25.7,,,
2025-11-30 21:45:01,5.96,8.33,25.7,,,
2025-11-30 22:00:01,5.75,8.33,25.7,,,
2025-11-30 22:15:01,5.66,8.33,25.6,,,
2025-11-30 22:30:01,5.42,8.33,25.6,,,
2025-11-30 22:45:01,5.51,8.33,25.6,,,
2025-11-30 23:00:01,5.35,8.33,25.6,,,
2025-11-30 23:15:01,5.14,8.33,25.6,,,
2025-11-30 23:30:01,4.71,8.31,25.6,,,
2025-11-30 23:45:01,4.44,8.31,25.6,,,
2025-12-01 00:00:01,4.21,8.31,25.6,,,
2025-12-01 00:15:01,4.02,8.31,25.6,,,
2025-12-01 00:30:01,3.74,8.29,25.6,,,
2025-12-01 00:45:01,3.57,8.29,25.6,,,
2025-12-01 01:00:01,3.42,8.29,25.5,,,
2025-12-01 01:15:01,3.18,8.29,25.5,,,
2025-12-01 01:30:01,3,8.28,25.5,,,
2025-12-01 01:45:01,2.86,8.28,25.5,,,
2025-12-01 02:00:01,2.7,8.28,25.5,,,
2025-12-01 02:15:01,2.55,8.28,25.5,,,
2025-12-01 02:30:01,2.38,8.27,25.4,,,
2025-12-01 02:45:00,2.16,8.27,25.4,,,
2025-12-01 03:00:00,1.96,8.26,25.5,,,
2025-12-01 03:15:00,2.01,8.26,25.4,,,
2025-12-01 03:30:00,1.81,8.26,25.4,,,
2025-12-01 03:45:00,1.72,8.26,25.4,,,
2025-12-01 04:00:00,1.55,8.26,25.4,,,
2025-12-01 04:15:00,1.45,8.25,25.4,,,
2025-12-01 04:30:00,1.45,8.25,25.4,,,
2025-12-01 04:45:00,1.36,8.25,25.3,,,
2025-12-01 05:00:00,1.27,8.24,25.3,,,
2025-12-01 05:15:00,1.15,8.24,25.3,,,
2025-12-01 05:30:00,1.08,8.23,25.3,,,
2025-12-01 05:45:01,0.93,8.23,25.3,,,
2025-12-01 06:00:01,0.9,8.23,25.2,,,
2025-12-01 06:15:01,0.8,8.21,25.2,,,
2025-12-01 06:30:01,0.7,8.22,25.2,,,
2025-12-01 06:45:01,0.63,8.22,25.2,,,
2025-12-01 07:00:01,0.55,8.22,25.1,,,
2025-12-01 07:15:01,0.47,8.22,25.1,,,
2025-12-01 07:30:01,0.45,8.22,25.1,,,
2025-12-01 07:45:01,0.38,8.22,25.1,,,
2025-12-01 08:00:01,0.46,8.22,25,,,
2025-12-01 08:15:01,0.38,8.22,25.1,,,
2025-12-01 08:30:01,0.33,8.22,25.1,,,
2025-12-01 08:45:01,0.32,8.21,25,,,
2025-12-01 09:00:01,0.29,8.21,25,,,
2025-12-01 09:15:01,0.28,8.21,25,,,
2025-12-01 09:30:01,0.35,8.21,24.9,,,
2025-12-01 09:45:01,0.27,8.21,24.9,,,
2025-12-01 10:00:01,0.31,8.21,24.9,,,
2025-12-01 10:15:01,0.21,8.21,25,,,
2025-12-01 10:30:01,0.22,8.21,24.9,flyover_window,,
2025-12-01 10:45:01,0.2,8.21,24.9,,,
2025-12-01 11:00:01,0.27,8.21,24.9,,,
2025-12-01 11:15:01,0.23,8.21,24.9,,,
2025-12-01 11:30:01,0.26,8.21,24.8,,,
2025-12-01 11:45:01,0.24,8.21,24.8,,,
2025-12-01 12:00:00,0.23,8.21,24.8,,,
2025-12-01 12:15:00,0.22,8.21,24.8,,,
2025-12-01 12:30:00,0.22,8.21,24.8,,,
2025-12-01 12:45:01,0.32,8.21,24.8,,,
2025-12-01 13:00:01,0.53,8.21,24.8,,,
2025-12-01 13:15:00,0.56,8.21,24.8,,,
2025-12-01 13:30:00,0.76,8.21,24.7,,,
2025-12-01 13:45:01,0.63,8.21,24.7,,,
2025-12-01 14:00:01,0.9,8.21,24.7,,,
2025-12-01 14:15:00,1.04,8.21,24.8,,,
2025-12-01 14:30:01,1.44,8.21,24.8,,,
2025-12-01 14:45:01,1.68,8.21,24.8,,,
2025-12-01 15:00:01,2.01,8.23,24.8,,,
2025-12-01 15:15:01,2.21,8.23,24.8,,,
2025-12-01 15:30:01,2.35,8.23,24.8,,,
2025-12-01 15:45:01,2.56,8.23,24.8,,,
2025-12-01 16:00:01,2.66,8.23,24.8,,,
2025-12-01 16:15:01,2.68,8.23,24.8,,,
2025-12-01 16:30:01,3.1,8.24,24.8,,,
2025-12-01 16:45:01,2.97,8.24,24.8,time_gap_>20min,,
2025-12-01 17:15:01,3.81,8.25,24.8,time_gap_>20min,,
2025-12-01 17:30:01,4.12,8.25,24.9,,,
2025-12-01 17:45:01,4.6,8.27,24.9,,,
2025-12-01 18:00:01,4.8,8.27,25,time_gap_>20min,,
2025-12-01 18:30:01,5.39,8.28,25.1,time_gap_>20min,,
2025-12-01 18:45:01,5.75,8.29,25.1,,,
2025-12-01 19:00:01,5.82,8.29,25.1,,,
2025-12-01 19:15:01,6.24,8.31,25.1,,,
2025-12-01 19:30:01,6.48,8.31,25.2,,,
2025-12-01 19:45:01,6.89,8.31,25.2,,,
2025-12-01 20:00:01,7.05,8.33,25.2,,,
2025-12-01 20:15:01,6.75,8.32,25.2,,,
2025-12-01 20:30:01,6.65,8.32,25.2,,,
2025-12-01 20:45:01,6.34,8.32,25.2,,,
2025-12-01 21:00:01,5.73,8.3,25.1,,,
2025-12-01 21:15:01,5.24,8.3,25.1,,,
2025-12-01 21:30:01,4.9,8.3,25.1,,,
2025-12-01 21:45:00,4.74,8.28,25,,,
2025-12-01 22:00:01,4.69,8.3,25,,,
2025-12-01 22:15:01,4.46,8.29,25,,,
2025-12-01 22:30:01,4.66,8.29,25,,,
2025-12-01 22:45:01,4.32,8.29,25,,,
2025-12-01 23:00:01,4.3,8.29,25,,,
2025-12-01 23:15:01,4.29,8.28,25,,,
2025-12-01 23:30:01,4.01,8.26,24.9,,,
2025-12-01 23:45:01,3.92,8.28,24.9,,,
2025-12-02 00:00:01,3.87,8.27,24.9,,,
2025-12-02 00:15:01,3.8,8.27,24.9,,,
2025-12-02 00:30:01,3.73,8.27,24.8,,,
2025-12-02 00:45:01,3.62,8.27,24.8,,,
2025-12-02 01:00:01,3.52,8.27,24.8,,,
2025-12-02 01:15:01,3.44,8.27,24.8,,,
2025-12-02 01:30:01,3.28,8.26,24.8,,,
2025-12-02 01:45:01,3.21,8.26,24.7,,,
2025-12-02 02:00:01,3.08,8.25,24.7,,,
2025-12-02 02:15:01,3.04,8.25,24.7,,,
2025-12-02 02:30:01,3.05,8.25,24.7,,,
2025-12-02 02:45:01,2.98,8.25,24.7,,,
2025-12-02 03:00:01,2.9,8.25,24.7,,,
2025-12-02 03:15:01,2.81,8.25,24.6,,,
2025-12-02 03:30:01,2.65,8.23,24.6,,,
2025-12-02 03:45:01,2.64,8.24,24.6,,,
2025-12-02 04:00:01,2.57,8.24,24.6,,,
2025-12-02 04:15:01,2.49,8.24,24.6,,,
2025-12-02 04:30:01,2.3,8.23,24.6,,,
2025-12-02 04:45:01,2.16,8.23,24.6,,,
2025-12-02 05:00:01,2.04,8.23,24.5,,,
2025-12-02 05:15:01,1.88,8.23,24.5,,,
2025-12-02 05:30:01,1.86,8.23,24.5,,,
2025-12-02 05:45:01,1.69,8.23,24.5,,,
2025-12-02 06:00:01,1.54,8.22,24.4,,,
2025-12-02 06:15:01,1.52,8.22,24.4,,,
2025-12-02 06:30:01,1.39,8.22,24.4,,,
2025-12-02 06:45:01,1.29,8.22,24.4,,,
2025-12-02 07:00:01,1.24,8.22,24.4,,,
2025-12-02 07:15:01,1.15,8.2,24.3,,,
2025-12-02 07:30:01,1.1,8.21,24.3,,,
2025-12-02 07:45:01,1,8.21,24.3,,,
2025-12-02 08:00:01,0.9,8.21,24.3,,,
2025-12-02 08:15:01,0.81,8.21,24.3,,,
2025-12-02 08:30:01,0.71,8.21,24.2,,,
2025-12-02 08:45:01,0.69,8.21,24.2,,,
2025-12-02 09:00:01,0.57,8.21,24.2,,,
2025-12-02 09:15:01,0.62,8.21,24.2,,,
2025-12-02 09:30:01,0.51,8.21,24.1,,,
2025-12-02 09:45:01,0.47,8.21,24.2,,,
2025-12-02 10:00:01,0.4,8.2,24.2,,,
2025-12-02 10:15:01,0.26,8.2,24.2,,,
2025-12-02 10:30:01,0.2,8.2,24.2,flyover_window,,
2025-12-02 10:45:01,0.17,8.2,24.2,,,
2025-12-02 11:00:01,0.31,8.2,24.2,,,
2025-12-02 11:15:01,0.2,8.2,24.2,,,
2025-12-02 11:30:01,0.17,8.2,24.2,,,
2025-12-02 11:45:01,0.13,8.2,24.2,,,
2025-12-02 12:00:01,0.1,8.2,24.2,,,
2025-12-02 12:15:01,0.12,8.2,24.1,,,
2025-12-02 12:30:01,0.11,8.2,24.1,,,
2025-12-02 12:45:01,0.1,8.2,24.1,,,
2025-12-02 13:00:01,0.44,8.2,24.1,,,
2025-12-02 13:15:01,0.47,8.2,24.1,,,
2025-12-02 13:30:01,0.66,8.2,24.1,,,
2025-12-02 13:45:01,0.81,8.2,24.1,,,
2025-12-02 14:00:01,1.18,8.21,24.1,,,
2025-12-02 14:15:01,1.44,8.21,24.1,,,
2025-12-02 14:30:01,1.45,8.21,24.1,,,
2025-12-02 14:45:01,1.71,8.21,24.2,,,
2025-12-02 15:00:01,2.4,8.23,24.2,,,
2025-12-02 15:15:01,2.93,8.26,24.3,,,
2025-12-02 15:30:01,2.99,8.24,24.3,,,
2025-12-02 15:45:01,3.21,8.25,24.3,,,
2025-12-02 16:00:01,3.22,8.24,24.3,,,
2025-12-02 16:15:01,3.33,8.24,24.3,,,
2025-12-02 16:30:01,3.86,8.24,24.3,,,
2025-12-02 16:45:01,3.68,8.24,24.3,,,
2025-12-02 17:00:01,3.84,8.25,24.3,,,
2025-12-02 17:15:01,4.22,8.26,24.4,,,
2025-12-02 17:30:01,4.59,8.26,24.4,,,
2025-12-02 17:45:01,4.15,8.24,24.4,,,
2025-12-02 18:00:01,4.92,8.28,24.4,,,
2025-12-02 18:15:01,5.23,8.28,24.5,,,
2025-12-02 18:30:01,5.4,8.28,24.5,,,
2025-12-02 18:45:01,5.22,8.28,24.5,,,
2025-12-02 19:00:01,5.35,8.28,24.5,,,
2025-12-02 19:15:01,5.29,8.27,24.5,,,
2025-12-02 19:30:01,5.07,8.27,24.5,,,
2025-12-02 19:45:01,4.93,8.27,24.5,,,
2025-12-02 20:00:01,4.79,8.27,24.5,,,
2025-12-02 20:15:01,4.93,8.26,24.5,,,
2025-12-02 20:30:01,4.88,8.26,24.5,,,
2025-12-02 20:45:01,4.76,8.26,24.5,,,
2025-12-02 21:00:01,4.53,8.26,24.4,,,
2025-12-02 21:15:01,4.56,8.26,24.4,,,
2025-12-02 21:30:01,4.14,8.25,24.4,,,
2025-12-02 21:45:01,4.22,8.25,24.4,,,
2025-12-02 22:00:01,4.07,8.25,24.4,,,
2025-12-02 22:15:01,3.93,8.25,24.4,,,
2025-12-02 22:30:01,3.6,8.23,24.4,,,
2025-12-02 22:45:01,3.53,8.23,24.4,,,
2025-12-02 23:00:01,3.43,8.23,24.4,,,
2025-12-02 23:15:01,3.21,8.23,24.3,,,
2025-12-02 23:30:01,2.87,8.22,24.3,,,
2025-12-02 23:45:01,2.71,8.22,24.3,,,
2025-12-03 00:00:00,3.27,8.04,25.7,,,
2025-12-03 00:00:01,2.87,8.22,24.3,,,
2025-12-03 00:15:01,2.73,8.22,24.3,,,
2025-12-03 00:30:01,2.56,8.21,24.3,,,
2025-12-03 00:45:01,2.4,8.21,24.3,,,
2025-12-03 01:00:01,2.18,8.21,24.3,,,
2025-12-03 01:15:01,2.11,8.2,24.3,,,
2025-12-03 01:30:01,2.01,8.2,24.2,,,
2025-12-03 01:45:00,2.02,8.2,24.2,,,
2025-12-03 02:00:01,1.78,8.2,24.2,,,
2025-12-03 02:15:01,1.77,8.2,24.2,,,
2025-12-03 02:30:01,1.64,8.2,24.2,,,
2025-12-03 02:45:01,1.64,8.2,24.2,,,
2025-12-03 03:00:01,1.62,8.2,24.2,,,
2025-12-03 03:15:01,1.53,8.2,24.2,,,
2025-12-03 03:30:01,1.48,8.2,24.1,,,
2025-12-03 03:45:01,1.35,8.2,24.1,,,
2025-12-03 04:00:01,1.22,8.19,24.1,,,
2025-12-03 04:15:01,1.17,8.19,24.1,,,
2025-12-03 04:30:01,1.05,8.19,24.1,,,
2025-12-03 04:45:01,0.96,8.19,24.1,,,
2025-12-03 05:00:01,0.95,8.19,24.1,,,
2025-12-03 05:15:01,0.86,8.18,24.1,,,
2025-12-03 05:30:01,0.82,8.18,24.1,,,
2025-12-03 05:45:01,0.74,8.18,24.1,,,
2025-12-03 05:59:59,0.69,8.18,24.1,,,
2025-12-03 06:14:59,0.61,8.18,24,,,
2025-12-03 06:29:59,0.43,8.18,24,,,
2025-12-03 06:44:59,0.46,8.18,24,,,
2025-12-03 06:59:59,0.36,8.18,24,,,
2025-12-03 07:14:59,0.27,8.18,24,,,
2025-12-03 07:29:59,0.24,8.18,24,,,
2025-12-03 07:45:00,0.2,8.18,24,,,
2025-12-03 08:00:00,0.17,8.18,24,,,
2025-12-03 08:15:00,0.15,8.18,24,,,
2025-12-03 08:30:00,0.13,8.18,24,,,
2025-12-03 08:45:00,0.11,8.18,24,,,
2025-12-03 09:00:00,0.1,8.18,24,,,
2025-12-03 09:15:00,0.12,8.18,24,,,
2025-12-03 09:30:00,0.15,8.18,24,,,
2025-12-03 09:45:00,0.18,8.18,24,,,
2025-12-03 10:00:00,0.21,8.18,24,,,
2025-12-03 10:15:00,0.29,8.18,24.1,,,
2025-12-03 10:30:00,0.36,8.18,24.1,flyover_window,,
2025-12-03 10:45:00,0.45,8.18,24.1,,,
2025-12-03 11:00:00,0.52,8.18,24.2,,,
2025-12-03 11:15:00,0.61,8.18,24.2,,,
2025-12-03 11:30:00,0.73,8.18,24.2,,,
2025-12-03 11:45:00,0.85,8.18,24.3,,,
2025-12-03 12:00:00,1.02,8.19,24.3,,,
2025-12-03 12:15:00,1.19,8.19,24.3,,,
2025-12-03 12:30:00,1.38,8.19,24.4,,,
2025-12-03 12:45:00,1.63,8.19,24.4,,,
2025-12-03 13:00:00,1.85,8.19,24.4,,,
2025-12-03 13:15:00,2.16,8.2,24.5,,,
2025-12-03 13:30:00,2.42,8.2,24.5,,,
2025-12-03 13:45:00,2.69,8.2,24.5,,,
2025-12-03 14:00:00,3.01,8.21,24.6,,,
2025-12-03 14:15:00,3.28,8.21,24.6,,,
2025-12-03 14:30:00,3.46,8.21,24.6,,,
2025-12-03 14:45:00,3.91,8.22,24.6,,,
2025-12-03 15:00:00,4.12,8.22,24.6,,,
2025-12-03 15:15:00,4.33,8.22,24.6,,,
2025-12-03 15:30:00,4.57,8.22,24.6,,,
2025-12-03 15:45:00,4.92,8.23,24.6,,,
2025-12-03 16:00:00,4.66,8.23,24.5,,,
2025-12-03 16:15:00,4.45,8.23,24.5,,,
2025-12-03 16:30:00,4.31,8.23,24.5,,,
2025-12-03 16:45:00,4.17,8.23,24.5,,,
2025-12-03 17:00:00,3.99,8.23,24.4,,,
2025-12-03 17:15:00,3.97,8.24,24.4,time_gap_>20min,,
2025-12-03 17:45:02,6.53,8.31,24.9,time_gap_>20min,,
2025-12-03 18:00:01,5.89,8.3,24.8,,,
2025-12-03 18:15:02,5.25,8.29,24.8,,,
2025-12-03 18:30:02,4.77,8.27,24.8,,,
2025-12-03 18:45:02,5.05,8.29,24.8,,,
2025-12-03 19:00:02,5.8,8.31,24.9,,,
2025-12-03 19:15:02,5.33,8.31,24.8,,,
2025-12-03 19:30:02,5.28,8.31,24.8,,,
2025-12-03 19:45:02,4.84,8.31,24.8,,,
2025-12-03 20:00:02,4.74,8.3,24.8,,,
2025-12-03 20:15:02,4.13,8.28,24.8,,,
2025-12-03 20:30:02,3.89,8.28,24.7,,,
2025-12-03 20:45:02,3.5,8.26,24.7,,,
2025-12-03 21:00:02,3.28,8.26,24.7,,,
2025-12-03 21:15:02,2.89,8.24,24.7,,,
2025-12-03 21:30:02,2.63,8.24,24.7,,,
2025-12-03 21:45:02,2.69,8.24,24.7,,,
2025-12-03 22:00:02,2.6,8.24,24.7,,,
2025-12-03 22:15:02,2.3,8.22,24.7,,,
2025-12-03 22:30:02,2.24,8.22,24.7,,,
2025-12-03 22:45:02,2.12,8.22,24.7,,,
2025-12-03 23:00:02,1.98,8.22,24.6,,,
2025-12-03 23:15:02,1.81,8.21,24.6,,,
2025-12-03 23:30:02,1.69,8.21,24.6,,,
2025-12-03 23:45:00,3.3,8.04,25.7,,,
2025-12-04 00:00:01,3.27,8.02,25.7,,,
2025-12-04 00:15:01,3.19,8.02,25.7,,,
2025-12-04 00:30:01,3.07,8.02,25.7,,,
2025-12-04 00:45:01,3.05,8.01,25.7,,,
