Date/Time (IST),DO (mg/L),pH,Temperature (°C),QC_Flag_DateTime,QC_Flag_DO,QC_Flag_pH
2025-12-14 16:00:00,19.82,9,27.2,,,
2025-12-14 16:15:00,20.72,9.02,27.2,,,
2025-12-14 16:30:00,19.79,9,27.1,,,
2025-12-14 16:45:00,19.75,9,27,,,
2025-12-14 17:00:00,20.84,8.98,26.8,,,
2025-12-14 17:15:00,19.95,8.98,26.7,,,
2025-12-14 17:30:00,19.61,8.98,26.7,,,
2025-12-14 17:45:00,19.16,8.96,26.5,,,
2025-12-14 18:00:00,19.34,8.96,26.5,,,
2025-12-14 18:15:00,18.5,8.96,26.4,,,
2025-12-14 18:30:00,18.66,8.96,26.3,,,
2025-12-14 18:45:00,18.46,8.96,26.2,,,
2025-12-14 19:00:00,18.13,8.96,26.2,,,
2025-12-14 19:15:00,17.4,8.94,26.1,,,
2025-12-14 19:30:00,17.5,8.94,26.1,,,
2025-12-14 19:45:00,17.48,8.94,26,,,
2025-12-14 20:00:00,17.48,8.94,26,,,
2025-12-14 20:15:00,16.66,8.94,25.9,,,
2025-12-14 20:30:00,16.84,8.94,25.9,,,
2025-12-14 20:45:00,16.73,8.94,25.8,,,
2025-12-14 21:00:00,16.25,8.92,25.8,,,
2025-12-14 21:15:00,17.17,8.92,25.8,,,
2025-12-14 21:30:00,16.81,8.93,25.8,,,
2025-12-14 21:45:00,17.01,8.93,25.8,,,
2025-12-14 22:00:00,16.71,8.93,25.7,,,
2025-12-14 22:15:00,16.46,8.93,25.7,,,
2025-12-14 22:30:00,16.47,8.93,25.7,,,
2025-12-14 22:45:00,16.2,8.93,25.6,,,
2025-12-14 23:00:00,16.62,8.93,25.6,,,
2025-12-14 23:15:00,16.4,8.92,25.5,,,
2025-12-14 23:30:00,16.25,8.92,25.5,,,
2025-12-14 23:45:00,16.2,8.92,25.5,,,
2025-12-15 00:00:00,15.92,8.92,25.4,,DO_>10_before_noon,
2025-12-15 00:15:00,15.79,8.92,25.4,,DO_>10_before_noon,
2025-12-15 00:30:00,15.31,8.92,25.3,,DO_>10_before_noon,
2025-12-15 00:45:00,14.77,8.91,25.3,,DO_>10_before_noon,
2025-12-15 01:00:00,14.72,8.91,25.2,,DO_>10_before_noon,
2025-12-15 01:15:00,14.81,8.91,25.2,,DO_>10_before_noon,
2025-12-15 01:30:00,14.71,8.91,25.2,,DO_>10_before_noon,
2025-12-15 01:45:00,14.49,8.91,25.1,,DO_>10_before_noon,
2025-12-15 02:00:00,14.39,8.91,25.1,,DO_>10_before_noon,
2025-12-15 02:15:00,14.16,8.91,25,,DO_>10_before_noon,
2025-12-15 02:30:00,13.64,8.89,25,,DO_>10_before_noon,
2025-12-15 02:45:00,13.23,8.89,24.9,,DO_>10_before_noon,
2025-12-15 03:00:00,12.91,8.88,24.9,,DO_>10_before_noon,
2025-12-15 03:15:00,12.45,8.88,24.9,,DO_>10_before_noon,
2025-12-15 03:30:00,12.56,8.88,24.9,,DO_>10_before_noon,
2025-12-15 03:45:00,12.29,8.86,24.8,,DO_>10_before_noon,
2025-12-15 04:00:00,12.16,8.87,24.8,,DO_>10_before_noon,
2025-12-15 04:15:00,12.02,8.87,24.8,,DO_>10_before_noon,
2025-12-15 04:30:00,11.72,8.85,24.7,,DO_>10_before_noon,
2025-12-15 04:45:00,11.57,8.85,24.7,,DO_>10_before_noon,
2025-12-15 05:00:00,11.48,8.85,24.7,,DO_>10_before_noon,
2025-12-15 05:15:00,11.36,8.85,24.6,,DO_>10_before_noon,
2025-12-15 05:30:00,11.2,8.85,24.6,,DO_>10_before_noon,
2025-12-15 05:45:00,11.03,8.85,24.6,,DO_>10_before_noon,
2025-12-15 06:00:00,10.87,8.85,24.6,,DO_>10_before_noon,
2025-12-15 06:15:00,10.57,8.83,24.5,,DO_>10_before_noon,
2025-12-15 06:30:00,10.25,8.83,24.5,,DO_>10_before_noon,
2025-12-15 06:45:00,9.96,8.83,24.5,,,
2025-12-15 07:00:00,9.72,8.81,24.4,,,
2025-12-15 07:15:00,9.5,8.81,24.4,,,
2025-12-15 07:30:00,9.21,8.79,24.4,,,
2025-12-15 07:45:00,9.28,8.79,24.4,,,
2025-12-15 08:00:00,8.81,8.79,24.4,,,
2025-12-15 08:15:00,8.97,8.79,24.4,,,
2025-12-15 08:30:00,9.2,8.79,24.4,,,
2025-12-15 08:45:00,9.49,8.81,24.4,,,
2025-12-15 09:00:00,9.54,8.8,24.4,,,
2025-12-15 09:15:00,9.82,8.8,24.4,,,
2025-12-15 09:30:00,10,8.8,24.5,,,
2025-12-15 09:45:00,10.08,8.8,24.6,,DO_>10_before_noon,
2025-12-15 10:00:00,10.17,8.79,24.6,,DO_>10_before_noon,
2025-12-15 10:15:00,10.83,8.81,24.7,,DO_>10_before_noon,
2025-12-15 10:30:00,11.26,8.83,24.8,flyover_window,DO_>10_before_noon,
2025-12-15 10:45:00,11.62,8.83,25,,DO_>10_before_noon,
2025-12-15 11:00:00,11.65,8.79,25.1,,DO_>10_before_noon,
2025-12-15 11:15:00,11.96,8.79,25.1,,DO_>10_before_noon,
2025-12-15 11:30:00,12.53,8.81,25.3,,DO_>10_before_noon,
2025-12-15 11:45:00,12.98,8.83,25.4,,DO_>10_before_noon,
2025-12-15 12:00:00,12.63,8.84,25.5,,,
2025-12-15 12:15:00,12.96,8.84,25.5,,,
2025-12-15 12:30:00,13.7,8.86,25.7,,,
2025-12-15 12:45:00,14.42,8.88,25.8,,,
2025-12-15 13:00:00,14.96,8.88,26,,,
2025-12-15 13:15:00,16.07,8.9,26.2,,,
2025-12-15 13:30:00,16.23,8.9,26.2,,,
2025-12-15 13:45:00,16.68,8.9,26.3,,,
2025-12-15 14:00:00,17.18,8.91,26.4,,,
2025-12-15 14:15:00,17.34,8.91,26.4,,,
2025-12-15 14:30:00,17.62,8.93,26.5,,,
2025-12-15 14:45:00,18.18,8.95,26.6,,,
2025-12-15 15:00:00,18.34,8.94,26.5,,,
2025-12-15 15:15:00,18.56,8.96,26.6,,,
2025-12-15 15:30:00,18.79,8.95,26.5,,,
2025-12-15 15:45:00,18.71,8.95,26.5,,,
2025-12-15 16:00:00,18.85,8.95,26.5,,,
2025-12-15 16:15:00,18.82,8.96,26.4,,,
2025-12-15 16:30:00,18.45,8.94,26.4,,,
2025-12-15 16:45:00,18.44,8.94,26.4,,,
2025-12-15 17:00:00,18.16,8.94,26.3,,,
2025-12-15 17:15:00,18.03,8.94,26.3,,,
2025-12-15 17:30:00,17.65,8.92,26.3,,,
2025-12-15 17:45:00,17.07,8.93,26.2,,,
2025-12-15 18:00:00,16.58,8.93,26.1,,,
2025-12-15 18:15:00,16.39,8.93,26.1,time_gap_>20min,,
2025-12-15 18:45:00,15.64,8.91,26,time_gap_>20min,,
2025-12-15 19:00:00,14.71,8.9,25.9,,,
2025-12-15 19:15:00,14.36,8.89,25.8,,,
2025-12-15 19:30:00,14.45,8.87,25.7,,,
2025-12-15 19:45:00,13.91,8.87,25.7,,,
2025-12-15 20:00:00,13.66,8.86,25.6,,,
2025-12-15 20:15:00,13.53,8.84,25.5,,,
2025-12-15 20:30:00,13.36,8.86,25.5,,,
2025-12-15 20:45:00,13.19,8.86,25.5,,,
2025-12-15 21:00:00,13.06,8.85,25.5,,,
2025-12-15 21:15:00,12.86,8.85,25.5,,,
2025-12-15 21:30:00,12.48,8.83,25.4,,,
2025-12-15 21:45:00,12.4,8.83,25.4,,,
2025-12-15 22:00:00,12.18,8.83,25.3,,,
2025-12-15 22:15:00,11.88,8.82,25.3,,,
2025-12-15 22:30:00,11.53,8.82,25.2,,,
2025-12-15 22:45:00,11.25,8.8,25.2,,,
2025-12-15 23:00:00,11.21,8.8,25.1,,,
2025-12-15 23:15:00,11.17,8.82,25.2,,,
2025-12-15 23:30:00,10.96,8.8,25.1,,,
2025-12-15 23:45:00,10.88,8.8,25.1,,,
2025-12-16 00:00:00,10.77,8.8,25.1,,DO_>10_before_noon,
2025-12-16 00:15:00,10.59,8.8,25,,DO_>10_before_noon,
2025-12-16 00:30:00,10.32,8.78,25,,DO_>10_before_noon,
2025-12-16 00:45:00,10.15,8.78,25,,DO_>10_before_noon,
2025-12-16 01:00:00,9.93,8.78,24.9,,,
2025-12-16 01:15:00,9.88,8.77,24.9,,,
2025-12-16 01:30:00,9.72,8.77,24.9,,,
2025-12-16 01:45:00,9.47,8.76,24.8,,,
2025-12-16 02:00:00,9.4,8.76,24.8,,,
2025-12-16 02:15:00,8.94,8.74,24.8,,,
2025-12-16 02:30:00,8.63,8.74,24.7,,,
2025-12-16 02:45:00,8.56,8.74,24.7,,,
2025-12-16 03:00:00,8.28,8.74,24.7,,,
2025-12-16 03:15:00,8.24,8.74,24.7,,,
2025-12-16 03:30:00,8.2,8.74,24.7,,,
2025-12-16 03:45:00,7.99,8.72,24.7,,,
2025-12-16 04:00:00,7.85,8.72,24.6,,,
2025-12-16 04:15:00,7.68,8.72,24.6,,,
2025-12-16 04:30:00,7.65,8.72,24.6,,,
2025-12-16 04:45:00,7.22,8.72,24.6,,,
2025-12-16 05:00:00,7.1,8.71,24.6,,,
2025-12-16 05:15:00,7.06,8.7,24.5,,,
2025-12-16 05:30:00,6.99,8.7,24.5,,,
2025-12-16 05:45:00,6.89,8.7,24.5,,,
2025-12-16 06:00:00,6.8,8.7,24.4,,,
2025-12-16 06:15:00,6.88,8.7,24.4,,,
2025-12-16 06:30:00,6.78,8.7,24.4,,,
2025-12-16 06:45:00,6.43,8.68,24.4,,,
2025-12-16 07:00:00,6.61,8.69,24.4,,,
2025-12-16 07:15:00,6.09,8.65,24.3,,,
2025-12-16 07:30:00,5.99,8.65,24.3,,,
2025-12-16 07:45:00,6.28,8.67,24.3,,,
2025-12-16 08:00:00,6.46,8.67,24.3,,,
2025-12-16 08:15:00,6.25,8.66,24.2,,,
2025-12-16 08:30:00,6.15,8.66,24.2,,,
2025-12-16 08:45:00,6.19,8.65,24.3,,,
2025-12-16 09:00:00,6.23,8.65,24.3,,,
2025-12-16 09:15:00,6.08,8.65,24.3,,,
2025-12-16 09:30:00,6.27,8.65,24.3,,,
2025-12-16 09:45:00,7.81,8.69,24.4,,,
2025-12-16 10:00:00,7.96,8.71,24.6,,,
2025-12-16 10:15:00,8.65,8.73,24.7,,,
2025-12-16 10:30:00,9.18,8.75,24.8,flyover_window,,
2025-12-16 10:45:00,9.36,8.76,24.9,,,
2025-12-16 11:00:00,9.6,8.74,25,,,
2025-12-16 11:15:00,10.21,8.72,25,,DO_>10_before_noon,
2025-12-16 11:30:00,10.82,8.74,25.2,,DO_>10_before_noon,
2025-12-16 11:45:00,11.26,8.74,25.4,,DO_>10_before_noon,
2025-12-16 12:00:00,11.98,8.78,25.5,,,
2025-12-16 12:15:00,12.92,8.8,25.7,,,
2025-12-16 12:30:00,12.97,8.8,25.8,,,
2025-12-16 12:45:00,13.35,8.8,25.9,,,
2025-12-16 13:00:00,13.9,8.82,26.1,,,
2025-12-16 13:15:00,13.73,8.82,26.1,,,
2025-12-16 13:30:00,14.05,8.82,26.2,,,
2025-12-16 13:45:00,14.55,8.82,26.3,,,
2025-12-16 14:00:00,15.04,8.84,26.4,,,
2025-12-16 14:15:00,15.23,8.86,26.4,,,
2025-12-16 14:30:00,15.79,8.88,26.5,,,
2025-12-16 14:45:00,16.14,8.88,26.6,,,
2025-12-16 15:00:00,16.48,8.9,26.7,,,
2025-12-16 15:15:00,16.53,8.9,26.7,,,
2025-12-16 15:30:00,16.44,8.9,26.8,,,
2025-12-16 15:45:00,17.54,8.9,26.8,,,
2025-12-16 16:00:00,17.65,8.9,26.8,,,
2025-12-16 16:15:00,17.85,8.92,26.8,,,
2025-12-16 16:30:00,17.74,8.92,26.7,,,
2025-12-16 16:45:00,17.79,8.92,26.7,,,
2025-12-16 17:00:00,17.47,8.92,26.6,,,
2025-12-16 17:15:00,16.84,8.92,26.5,,,
2025-12-16 17:30:00,16.61,8.91,26.5,,,
2025-12-16 17:45:00,14.73,8.89,26.4,,,
2025-12-16 18:00:00,14.89,8.86,26.2,,,
2025-12-16 18:15:00,13.98,8.84,26.1,,,
2025-12-16 18:30:00,14.25,8.85,26,,,
2025-12-16 18:45:00,13.94,8.85,25.9,,,
2025-12-16 19:00:00,13.44,8.83,25.8,,,
2025-12-16 19:15:00,13.27,8.83,25.8,,,
2025-12-16 19:30:00,14.25,8.87,25.8,,,
2025-12-16 19:45:00,14.43,8.87,25.8,,,
2025-12-16 20:00:00,14.03,8.85,25.7,,,
2025-12-16 20:15:00,14.18,8.87,25.7,,,
2025-12-16 20:30:00,13.68,8.85,25.7,,,
2025-12-16 20:45:00,13.56,8.85,25.7,,,
2025-12-16 21:00:00,13.16,8.85,25.6,,,
2025-12-16 21:15:00,12.83,8.84,25.5,,,
2025-12-16 21:30:00,12.06,8.81,25.5,,,
2025-12-16 21:45:00,11.56,8.8,25.5,,,
2025-12-16 22:00:00,11.45,8.8,25.5,,,
2025-12-16 22:15:00,11.3,8.8,25.4,,,
2025-12-16 22:30:00,11.39,8.8,25.4,,,
2025-12-16 22:45:00,11.41,8.8,25.3,,,
2025-12-16 23:00:00,11.21,8.8,25.3,,,
2025-12-16 23:15:00,11,8.8,25.3,,,
2025-12-16 23:30:00,11.01,8.8,25.2,,,
2025-12-16 23:45:00,10.63,8.78,25.2,,,
2025-12-17 00:00:00,10.52,8.78,25.2,,DO_>10_before_noon,
2025-12-17 00:15:00,10.44,8.79,25.2,,DO_>10_before_noon,
2025-12-17 00:30:00,10.37,8.79,25.2,,DO_>10_before_noon,
2025-12-17 00:45:00,10.36,8.79,25.1,,DO_>10_before_noon,
2025-12-17 01:00:00,9.78,8.75,25,,,
2025-12-17 01:15:00,9.23,8.73,24.9,,,
2025-12-17 01:30:00,9.29,8.74,25,,,
2025-12-17 01:45:00,9.27,8.74,24.9,,,
2025-12-17 02:00:00,9.24,8.76,24.9,,,
2025-12-17 02:15:00,8.81,8.73,24.9,,,
2025-12-17 02:30:00,8.47,8.71,24.8,,,
2025-12-17 02:45:00,8.63,8.73,24.8,,,
2025-12-17 03:00:00,8.53,8.72,24.8,,,
2025-12-17 03:15:00,8.08,8.69,24.7,,,
2025-12-17 03:30:00,7.85,8.69,24.7,,,
2025-12-17 03:45:00,7.87,8.69,24.7,,,
2025-12-17 04:00:00,7.73,8.69,24.7,,,
2025-12-17 04:15:00,7.55,8.69,24.7,,,
2025-12-17 04:30:00,7.49,8.7,24.7,,,
2025-12-17 04:45:00,7.49,8.7,24.7,,,
2025-12-17 05:00:00,7.19,8.7,24.6,,,
2025-12-17 05:15:00,7.02,8.68,24.6,,,
2025-12-17 05:30:00,6.83,8.68,24.6,,,
2025-12-17 05:45:00,6.6,8.68,24.6,,,
2025-12-17 06:00:00,6.57,8.68,24.6,,,
2025-12-17 06:15:00,6.48,8.68,24.6,,,
2025-12-17 06:30:00,6.61,8.68,24.6,,,
2025-12-17 06:45:00,6.49,8.68,24.6,,,
2025-12-17 07:00:00,6.37,8.68,24.5,,,
2025-12-17 07:15:00,6.14,8.66,24.5,,,
2025-12-17 07:30:00,6.22,8.66,24.5,,,
2025-12-17 07:45:00,6.37,8.68,24.5,,,
2025-12-17 08:00:00,6.09,8.68,24.5,,,
2025-12-17 08:15:00,6.3,8.68,24.5,,,
2025-12-17 08:30:00,6.26,8.65,24.5,,,
2025-12-17 08:45:00,6.19,8.63,24.5,,,
2025-12-17 09:00:00,6.57,8.65,24.5,,,
2025-12-17 09:15:00,6.3,8.65,24.6,,,
2025-12-17 09:30:00,6.45,8.65,24.6,,,
2025-12-17 09:45:00,7.05,8.66,24.7,,,
2025-12-17 10:00:00,7.63,8.68,24.8,,,
2025-12-17 10:15:00,8.18,8.68,25,,,
2025-12-17 10:30:00,9.09,8.7,25.1,flyover_window,,
2025-12-17 10:45:00,10.63,8.74,25.4,,DO_>10_before_noon,
2025-12-17 11:00:00,10.62,8.73,25.5,,DO_>10_before_noon,
2025-12-17 11:15:00,11.22,8.74,25.7,,DO_>10_before_noon,
2025-12-17 11:30:00,12.05,8.76,25.9,time_gap_>20min,DO_>10_before_noon,
2025-12-17 12:30:00,14.21,8.85,26.5,time_gap_>20min,,
2025-12-17 12:45:00,15.1,8.88,26.8,,,
2025-12-17 13:00:00,15.66,8.88,26.8,,,
2025-12-17 13:15:00,15.49,8.87,26.9,,,
2025-12-17 13:30:00,17.18,8.91,27.2,,,
2025-12-17 13:45:00,15.43,8.89,28,,,
2025-12-17 14:00:00,16.35,8.9,28.3,,,
2025-12-17 14:15:00,17.28,8.9,28.2,,,
2025-12-17 14:30:00,16.13,8.88,28.2,,,
2025-12-17 14:45:00,16.17,8.86,28.3,,,
2025-12-17 15:00:00,16.62,8.89,28.3,,,
2025-12-17 15:15:00,16.79,8.89,28.2,,,
2025-12-17 15:30:00,16.27,8.89,28.1,,,
2025-12-17 15:45:00,15.5,8.89,28,,,
2025-12-17 16:00:00,16.18,8.91,28,time_gap_>20min,,
2025-12-17 17:15:00,17.92,8.92,27.5,time_gap_>20min,,
2025-12-17 17:30:00,17.75,8.92,27.4,,,
2025-12-17 17:45:00,16.89,8.91,27.3,,DO_jump_>2,
2025-12-17 18:00:00,13.21,8.86,27,,DO_jump_>2,
2025-12-17 18:15:00,13.3,8.87,26.9,,,
2025-12-17 18:30:00,13.97,8.87,26.7,,,
2025-12-17 18:45:00,15.08,8.87,26.7,,,
2025-12-17 19:00:00,14.9,8.87,26.6,,,
2025-12-17 19:15:00,14.84,8.87,26.6,,,
2025-12-17 19:30:00,14.46,8.87,26.5,,,
2025-12-17 19:45:00,14.19,8.84,26.4,,,
2025-12-17 20:00:00,14.07,8.84,26.4,,,
2025-12-17 20:15:00,13.48,8.84,26.3,,,
2025-12-17 20:30:00,13.26,8.84,26.2,,,
2025-12-17 20:45:00,13,8.82,26.2,,,
2025-12-17 21:00:00,12.65,8.82,26.1,,,
2025-12-17 21:15:00,12.64,8.82,26,,,
2025-12-17 21:30:00,12.34,8.82,26,,,
2025-12-17 21:45:00,12.31,8.82,25.9,,,
2025-12-17 22:00:00,12.25,8.83,25.9,,,
2025-12-17 22:15:00,11.99,8.83,25.9,,,
2025-12-17 22:30:00,12.09,8.83,25.9,,,
2025-12-17 22:45:00,11.77,8.81,25.8,,,
2025-12-17 23:00:00,11.52,8.81,25.8,,,
2025-12-17 23:15:00,11.38,8.8,25.8,time_gap_>20min,,
2025-12-17 23:45:00,10.89,8.8,25.7,time_gap_>20min,,
2025-12-18 00:00:00,10.65,8.78,25.6,time_gap_>20min,DO_>10_before_noon,
2025-12-18 00:30:00,9.94,8.76,25.6,time_gap_>20min,,
2025-12-18 00:45:00,10.01,8.77,25.5,,DO_>10_before_noon,
2025-12-18 01:00:00,9.81,8.77,25.4,,,
2025-12-18 01:15:00,9.67,8.77,25.4,,,
2025-12-18 01:30:00,9.59,8.77,25.3,,,
2025-12-18 01:45:00,9.42,8.77,25.3,,,
2025-12-18 02:00:00,9.22,8.77,25.3,,,
2025-12-18 02:15:00,8.99,8.76,25.3,,,
2025-12-18 02:30:00,8.82,8.75,25.3,,,
2025-12-18 02:45:00,8.61,8.75,25.2,,,
2025-12-18 03:00:00,8.41,8.75,25.2,,,
2025-12-18 03:15:00,8.31,8.74,25.2,,,
2025-12-18 03:30:00,8.15,8.74,25.1,,,
2025-12-18 03:45:00,8.02,8.74,25.1,,,
2025-12-18 04:00:00,7.62,8.73,25.1,,,
2025-12-18 04:15:00,7.78,8.73,25,,,
2025-12-18 04:30:00,7.61,8.73,25,,,
2025-12-18 04:45:00,7.55,8.73,25,,,
2025-12-18 05:00:00,7.48,8.73,25,,,
2025-12-18 05:15:00,7.26,8.73,25,,,
2025-12-18 05:30:00,7.26,8.71,25,,,
2025-12-18 05:45:00,7.12,8.71,24.9,,,
2025-12-18 06:00:00,7.01,8.71,24.9,,,
2025-12-18 06:15:00,6.82,8.71,24.9,,,
2025-12-18 06:30:00,6.74,8.71,24.9,,,
2025-12-18 06:45:00,6.62,8.69,24.9,,,
2025-12-18 07:00:00,6.66,8.71,24.9,,,
2025-12-18 07:15:00,6.64,8.71,24.8,,,
2025-12-18 07:30:00,6.48,8.7,24.8,,,
2025-12-18 07:45:00,6.56,8.7,24.8,,,
2025-12-18 08:00:00,6.43,8.7,24.8,,,
2025-12-18 08:15:00,6.52,8.7,24.7,,,
2025-12-18 08:30:00,6.66,8.7,24.8,,,
2025-12-18 08:45:00,6.72,8.7,24.8,,,
2025-12-18 09:00:00,7.01,8.71,24.8,,,
2025-12-18 09:15:00,7.12,8.71,24.8,,,
2025-12-18 09:30:00,7.1,8.71,24.8,,,
2025-12-18 09:45:00,7.25,8.71,24.8,,,
2025-12-18 10:00:00,7.38,8.73,24.9,,,
2025-12-18 10:15:00,7.55,8.73,24.9,,,
2025-12-18 10:30:00,7.69,8.73,25,flyover_window,,
2025-12-18 10:45:00,8.35,8.75,25.2,,,
2025-12-18 11:00:00,9.44,8.75,25.6,,,
2025-12-18 11:15:00,10.67,8.77,25.9,,DO_>10_before_noon; DO_jump_>2,
2025-12-18 11:30:00,7.92,8.79,25.9,,DO_jump_>2,
2025-12-18 11:45:00,6.55,8.81,26.1,,,
2025-12-18 12:00:00,6.53,8.84,26.2,,,
2025-12-18 12:15:00,6.85,8.84,26.2,,,
2025-12-18 12:30:00,7.84,8.86,26.5,,,
2025-12-18 12:45:00,8.99,8.86,26.5,,DO_jump_>2,
2025-12-18 13:00:00,11.39,8.88,27.2,,DO_jump_>2,
2025-12-18 13:15:00,12.98,8.89,27.8,,,
2025-12-18 13:30:00,13.91,8.89,28.9,,,
2025-12-18 13:45:00,15.26,8.89,29,,,
2025-12-18 14:00:00,15.88,8.9,29.1,,,
2025-12-18 14:15:00,16.37,8.9,29.4,,,
2025-12-18 14:30:00,16.52,8.9,29.4,,,
2025-12-18 14:45:00,16.94,8.9,29.4,,,
2025-12-18 15:00:00,17.14,8.92,29.3,,,
2025-12-18 15:15:00,17.05,8.92,29.1,,,
2025-12-18 15:30:00,17.7,8.94,29.1,,,
2025-12-18 15:45:00,18.22,8.94,29,,,
2025-12-18 16:00:00,18.02,8.94,28.9,,,
2025-12-18 16:15:00,18.02,8.94,28.7,,,
2025-12-18 16:30:00,17.03,8.92,28.4,,,
2025-12-18 16:45:00,16.45,8.91,28.2,,,
2025-12-18 17:00:00,15.57,8.91,27.8,,,
2025-12-18 17:15:00,15.61,8.9,27.5,,,
2025-12-18 17:30:00,15.45,8.9,27.5,,,
2025-12-18 17:45:00,15.85,8.9,27.3,,,
2025-12-18 18:00:00,15.24,8.9,27.3,,,
2025-12-18 18:15:00,15.05,8.9,27.1,,,
2025-12-18 18:30:00,14.53,8.89,27,,,
2025-12-18 18:45:00,14.11,8.87,26.9,,,
2025-12-18 19:00:00,13.86,8.87,26.8,,,
2025-12-18 19:15:00,14.01,8.88,26.7,,,
2025-12-18 19:30:00,13.53,8.88,26.5,,,
2025-12-18 19:45:00,13.37,8.85,26.4,,,
2025-12-18 20:00:00,13.32,8.87,26.4,,,
2025-12-18 20:15:00,12.66,8.85,26.3,,,
