Date/Time (IST),DO (mg/L),pH,Temperature (°C),QC_Flag_DateTime,QC_Flag_DO,QC_Flag_pH
2025-12-17 23:00:00,10.65,8.56,26,,,
2025-12-17 23:15:00,10.51,8.56,26,,,
2025-12-17 23:30:00,10.57,8.56,26,,,
2025-12-17 23:45:00,10.48,8.55,25.9,,,
2025-12-18 00:00:00,10.01,8.55,25.9,,DO_>10_before_noon,
2025-12-18 00:15:00,9.62,8.53,25.8,time_gap_>20min,,
2025-12-18 00:45:00,10.01,8.55,25.9,time_gap_>20min,DO_>10_before_noon,
2025-12-18 01:00:00,9.43,8.53,25.8,,,
2025-12-18 01:15:00,9.05,8.51,25.8,,,
2025-12-18 01:30:00,9.01,8.51,25.7,,,
2025-12-18 01:45:00,7.98,8.48,25.7,,,
2025-12-18 02:00:00,7.77,8.46,25.7,,,
2025-12-18 02:15:00,7.93,8.48,25.7,,,
2025-12-18 02:30:00,7.88,8.48,25.7,,,
2025-12-18 02:45:00,7.34,8.47,25.6,,,
2025-12-18 03:00:00,7.19,8.45,25.6,,,
2025-12-18 03:15:00,7.27,8.45,25.6,,,
2025-12-18 03:30:00,7.35,8.47,25.6,,,
2025-12-18 03:45:00,7.28,8.46,25.6,,,
2025-12-18 04:00:00,7.2,8.46,25.5,,,
2025-12-18 04:15:00,6.9,8.45,25.5,,,
2025-12-18 04:30:00,6.87,8.45,25.5,,,
2025-12-18 04:45:00,7.06,8.46,25.5,,,
2025-12-18 05:00:00,7.06,8.46,25.5,,,
2025-12-18 05:15:00,6.95,8.46,25.5,,,
2025-12-18 05:30:00,6.76,8.46,25.4,,,
2025-12-18 05:45:00,6.71,8.45,25.4,,,
2025-12-18 06:00:00,6.37,8.45,25.4,,,
2025-12-18 06:15:00,6.29,8.44,25.4,,,
2025-12-18 06:30:00,5.81,8.42,25.4,,,
2025-12-18 06:45:00,5.35,8.39,25.4,,,
2025-12-18 07:00:00,5.27,8.39,25.4,,,
2025-12-18 07:15:00,5.31,8.4,25.4,,,
2025-12-18 07:30:00,5.4,8.4,25.3,,,
2025-12-18 07:45:00,5.47,8.42,25.3,,,
2025-12-18 08:00:00,5.65,8.43,25.3,,,
2025-12-18 08:15:00,5.99,8.43,25.3,,,
2025-12-18 08:30:00,6.57,8.45,25.4,,,
2025-12-18 08:45:00,7.52,8.48,25.4,,,
2025-12-18 09:00:00,7.27,8.5,25.5,,,
2025-12-18 09:15:00,8.48,8.5,25.6,,,
2025-12-18 09:30:00,8.33,8.5,25.5,,,
2025-12-18 09:45:00,7.44,8.49,25.5,,,
2025-12-18 10:00:00,7.67,8.47,25.5,,,
2025-12-18 10:15:00,9.41,8.53,25.7,,,
2025-12-18 10:30:00,8.99,8.54,26,flyover_window,,
2025-12-18 10:45:00,7.96,8.49,25.9,,,
2025-12-18 11:00:00,7.88,8.49,26,,,
2025-12-18 11:15:00,8.25,8.49,26.1,,,
2025-12-18 11:30:00,7.97,8.49,26.7,,,
2025-12-18 11:45:00,9.6,8.49,26.5,,,
2025-12-18 12:00:00,9.05,8.5,26.6,,DO_jump_>2,
2025-12-18 12:15:00,12.69,8.56,27,,DO_jump_>2,
2025-12-18 12:30:00,9.96,8.52,27,,DO_jump_>2,
2025-12-18 12:45:00,12.35,8.59,27,,DO_jump_>2,
2025-12-18 13:00:00,13.62,8.61,27.2,,DO_jump_>2,
2025-12-18 13:15:00,16.35,8.67,27.5,,DO_jump_>2,
2025-12-18 13:30:00,15.95,8.67,27.7,,,
2025-12-18 13:45:00,16.16,8.69,27.4,,,
2025-12-18 14:00:00,15.99,8.65,27.1,,,
2025-12-18 14:15:00,14.91,8.64,27.1,,,
2025-12-18 14:30:00,14.23,8.62,27.1,,,
2025-12-18 14:45:00,14.68,8.64,27.1,,,
2025-12-18 15:00:00,15.03,8.65,27.1,,,
2025-12-18 15:15:00,16.3,8.67,27.1,,,
2025-12-18 15:30:00,15.79,8.67,27.1,,,
2025-12-18 15:45:00,15.93,8.67,27.1,,,
2025-12-18 16:00:00,16.05,8.67,27,,,
2025-12-18 16:15:00,16.13,8.67,27,,,
2025-12-18 16:30:00,15.99,8.67,26.9,,,
2025-12-18 16:45:00,15.92,8.67,26.9,,,
2025-12-18 17:00:00,15.64,8.67,26.9,,,
2025-12-18 17:15:00,15.61,8.66,26.8,,,
2025-12-18 17:30:00,15.31,8.66,26.8,time_gap_>20min,,
2025-12-18 18:00:00,14.67,8.66,26.7,time_gap_>20min,,
2025-12-18 18:15:00,13.88,8.64,26.6,,,
2025-12-18 18:30:00,13.57,8.63,26.6,,,
2025-12-18 18:45:00,13.04,8.63,26.5,,,
2025-12-18 19:00:00,12.71,8.63,26.5,,,
2025-12-18 19:15:00,13.06,8.63,26.5,,,
2025-12-18 19:30:00,12.59,8.6,26.4,,,
2025-12-18 19:45:00,12.38,8.61,26.4,,,
2025-12-18 20:00:00,11.6,8.59,26.4,,,
2025-12-18 20:15:00,11.27,8.58,26.3,,,
2025-12-18 20:30:00,10.91,8.58,26.3,,,
2025-12-18 20:45:00,10.74,8.57,26.2,,,
2025-12-18 21:00:00,10.6,8.57,26.2,,,
2025-12-18 21:15:00,10.36,8.56,26.2,,,
2025-12-18 21:30:00,10.07,8.55,26.2,,,
2025-12-18 21:45:00,10.01,8.55,26.2,,,
2025-12-18 22:00:00,9.77,8.54,26.2,,,
2025-12-18 22:15:00,9.83,8.54,26.2,,,
2025-12-18 22:30:00,9.58,8.53,26.1,,,
2025-12-18 22:45:00,9.17,8.53,26.1,,,
2025-12-18 23:00:00,8.96,8.52,26.1,,,
2025-12-18 23:15:00,9.14,8.52,26.1,,,
2025-12-18 23:30:00,9,8.52,26,,,
2025-12-18 23:45:00,8.54,8.49,26,,,
2025-12-19 00:00:00,8.35,8.49,26,,,
2025-12-19 00:15:00,6.71,8.46,26,,,
2025-12-19 00:30:00,7.11,8.46,25.9,,,
2025-12-19 00:45:00,7.12,8.46,25.9,,,
2025-12-19 01:00:00,6.57,8.45,25.9,,,
2025-12-19 01:15:00,6.42,8.44,25.8,,,
2025-12-19 01:30:00,5.9,8.42,25.9,,,
2025-12-19 01:45:00,5.49,8.4,25.8,,,
2025-12-19 02:00:00,5.1,8.39,25.8,,,
2025-12-19 02:15:00,5.21,8.4,25.8,,,
2025-12-19 02:30:00,5.28,8.38,25.8,,,
2025-12-19 02:45:00,5.1,8.4,25.7,,,
2025-12-19 03:00:00,3.56,8.35,25.7,,,
2025-12-19 03:15:00,4.23,8.38,25.7,,,
2025-12-19 03:30:00,4.21,8.37,25.7,,,
2025-12-19 03:45:00,4.49,8.36,25.6,,,
2025-12-19 04:00:00,4.49,8.36,25.6,,,
2025-12-19 04:15:00,4.84,8.36,25.6,,,
2025-12-19 04:30:00,4.96,8.36,25.6,,,
2025-12-19 04:45:00,5.23,8.37,25.6,,,
2025-12-19 05:00:00,5.28,8.39,25.6,,,
2025-12-19 05:15:00,5.16,8.38,25.5,,,
2025-12-19 05:30:00,4.76,8.36,25.5,time_gap_>20min,,
2025-12-20 00:00:00,6.62,8.39,26.2,time_gap_>20min,,
2025-12-20 00:15:00,6.5,8.73,25.31,,,
2025-12-20 00:30:00,5.97,8.16,24.64,,,
2025-12-20 00:45:00,6.21,8.08,25.03,,,
2025-12-20 01:00:00,5.82,8.53,25.56,,,
2025-12-20 01:15:00,4.41,8.02,24.75,,,
2025-12-20 01:30:00,4.47,8.01,26.76,,,
2025-12-20 01:45:00,4.63,7.99,25.56,,,
2025-12-20 02:00:00,3.81,7.99,24.52,,,
2025-12-20 02:15:00,3.65,8.45,26.6,,,
2025-12-20 02:30:00,3.63,8.13,26.5,,,
2025-12-20 02:45:00,3.58,8.56,24.86,,,
2025-12-20 03:00:00,3.59,8.61,26.77,,,
2025-12-20 03:15:00,3.6,8.54,25.03,,,
2025-12-20 03:30:00,3.26,8.4,26.21,,,
2025-12-20 03:45:00,3.34,8.17,24.25,,,
2025-12-20 04:00:00,3.14,8.37,24.64,,,
2025-12-20 04:15:00,2.87,8.15,24.63,,,
2025-12-20 04:30:00,2.8,8.46,26.43,,,
2025-12-20 04:45:00,3.59,8.67,24.3,,,
2025-12-20 05:00:00,3.28,8.19,24.38,,,
2025-12-20 05:15:00,3.07,8.64,25.1,,,
2025-12-20 05:30:00,3,8.59,26.06,,,
2025-12-20 05:45:00,2.64,8.14,26.1,,,
2025-12-20 06:00:00,3.42,8.56,24.43,,,
2025-12-20 06:15:00,3.62,7.92,24.94,,,
2025-12-20 06:30:00,3.21,8.25,25.45,,,
2025-12-20 06:45:00,2.8,8.22,25.1,,,
2025-12-20 07:00:00,3.69,8.57,25.27,,,
2025-12-20 07:15:00,3.51,8.13,24.38,,,
2025-12-20 07:30:00,3.71,8.07,26.09,,,
2025-12-20 07:45:00,3.75,8.28,25.51,,,
2025-12-20 08:00:00,4.16,8.38,24.16,,,
2025-12-20 08:15:00,3.75,8.71,25.59,,,
2025-12-20 08:30:00,2.47,8.25,24.76,,DO_jump_>2,
2025-12-20 08:45:00,5.36,8.48,25.73,,DO_jump_>2,
2025-12-20 09:00:00,4.82,8.37,25.17,,,
2025-12-20 09:15:00,5.61,8.2,24.52,,,
2025-12-20 09:30:00,6.18,8.81,24.62,,,
2025-12-20 09:45:00,6.89,8.9,24.79,,,
2025-12-20 10:00:00,6.94,8.42,26.52,,,
2025-12-20 10:15:00,6.29,8.69,25.53,,,
2025-12-20 10:30:00,6.43,8.63,26.52,flyover_window,,
2025-12-20 10:45:00,6.73,8.24,27.04,,,
2025-12-20 11:00:00,6.78,8.2,26.9,,,
2025-12-20 11:15:00,6.24,8.76,26.7,,,
2025-12-20 11:30:00,6.75,8.78,26.97,,,
2025-12-20 11:45:00,7.44,8.66,26.01,,,
2025-12-20 12:00:00,7.43,8.76,25.15,,,
2025-12-20 12:15:00,8.08,8.9,27.57,,,
2025-12-20 12:30:00,9.81,8.9,27.23,,,
2025-12-20 12:45:00,10.41,8.2,27.81,,,
2025-12-20 13:00:00,10.13,8.2,27.34,,,
2025-12-20 13:15:00,10.3,8.54,27.52,,,
2025-12-20 13:30:00,12.14,8.37,27.58,,DO_jump_>2,
2025-12-20 13:45:00,14.35,8.86,26.49,,DO_jump_>2,
2025-12-20 14:00:00,15.36,8.77,26.76,,,
2025-12-20 14:15:00,14,8.35,26.41,,,
2025-12-20 14:30:00,14.07,8.32,26.76,,,
2025-12-20 14:45:00,14.56,8.47,25.93,,,
2025-12-20 15:00:00,15.45,8.48,27.51,,,
2025-12-20 15:15:00,15.58,8.75,26.48,,,
2025-12-20 15:30:00,14.69,8.84,25.45,,,
2025-12-20 15:45:00,15.75,8.24,27.41,,,
2025-12-20 16:00:00,15.12,8.64,25.98,,,
2025-12-20 16:15:00,16.22,9.03,25.96,,,
2025-12-20 16:30:00,15.01,8.36,27.42,,,
2025-12-20 16:45:00,15.25,8.52,26.52,,,
2025-12-20 17:00:00,14.03,8.44,26.81,,,
2025-12-20 17:15:00,13.01,8.75,27.28,,,
2025-12-20 17:30:00,13.93,8.98,26.14,,,
2025-12-20 17:45:00,13.72,8.46,26.16,,,
2025-12-20 18:00:00,13.31,8.89,26.79,,,
2025-12-20 18:15:00,13.42,8.56,27.17,,,
2025-12-20 18:30:00,12.32,8.31,27.43,,,
2025-12-20 18:45:00,11.32,8.58,26.85,,,
2025-12-20 19:00:00,11.14,8.39,25.54,,,
2025-12-20 19:15:00,11.55,8.99,27.44,,,
2025-12-20 19:30:00,12.37,8.79,25.62,,,
2025-12-20 19:45:00,10.98,8.23,26.05,,,
2025-12-20 20:00:00,10.69,8.6,25.42,,,
2025-12-20 20:15:00,10.5,8.22,25.61,,,
2025-12-20 20:30:00,9.94,8.64,25.57,,,
2025-12-20 20:45:00,10.24,8.33,25.99,,,
2025-12-20 21:00:00,9.16,8.53,26.65,,,
2025-12-20 21:15:00,9.44,8.2,27.13,,,
2025-12-20 21:30:00,8.76,8.64,26.68,,,
2025-12-20 21:45:00,8.07,8.52,25.02,,,
2025-12-20 22:00:00,7.87,8.52,25.01,,,
2025-12-20 22:15:00,7.75,8.42,26.5,,,
2025-12-20 22:30:00,7.01,8.51,25.56,,,
2025-12-20 22:45:00,7.23,8.7,24.66,,,
2025-12-20 23:00:00,7.25,8.33,26.08,,,
2025-12-20 23:15:00,6.76,8.57,26.63,,,
2025-12-20 23:30:00,6.66,8.55,26.01,,,
2025-12-20 23:45:00,6.46,8.14,25.44,,,
2025-12-21 00:00:00,6.29,8.37,24.98,,,
2025-12-21 00:15:00,5.51,8.56,25.71,,,
2025-12-21 00:30:00,5.32,8.77,25.24,,,
2025-12-21 00:45:00,4.88,8.71,25.7,,,
2025-12-21 01:00:00,4.51,8.57,25.87,,,
2025-12-21 01:15:00,4.18,7.97,24.46,,,
2025-12-21 01:30:00,3.29,8.62,26.15,,,
2025-12-21 01:45:00,3.24,8.27,24.8,,,
2025-12-21 02:00:00,2.99,8.21,25.31,,,
2025-12-21 02:15:00,2.87,8.03,26.01,,,
2025-12-21 02:30:00,2.67,8.08,24.68,,,
2025-12-21 02:45:00,2.79,8.62,25.34,,,
2025-12-21 03:00:00,2.53,8.27,24.36,time_gap_>20min,,
2025-12-21 03:30:00,2.42,8.48,25.28,time_gap_>20min,,
2025-12-21 03:45:00,2.38,8.08,25.84,,,
2025-12-21 04:00:00,2.17,8.3,25.49,,,
2025-12-21 04:15:00,2.14,7.93,26.6,,,
2025-12-21 04:30:00,2.01,7.99,24.82,,,
2025-12-21 04:45:00,1.96,8.37,26.08,,,
2025-12-21 05:00:00,2.01,8.49,24.24,,,
2025-12-21 05:15:00,1.99,8.52,26.07,,,
2025-12-21 05:30:00,1.83,8.51,25.13,,,
2025-12-21 05:45:00,1.75,8.1,24.59,,,
2025-12-21 06:00:00,1.64,8.06,26.6,,,
2025-12-21 06:15:00,1.54,8.65,25.97,,,
2025-12-21 06:30:00,1.57,8.61,25.76,,,
2025-12-21 06:45:00,1.43,7.84,26.35,,,
2025-12-21 07:00:00,1.32,7.96,25.18,,,
2025-12-21 07:15:00,1.49,8.18,26.21,,,
2025-12-21 07:30:00,1.42,8.2,25.04,,,
2025-12-21 07:45:00,1.4,8.63,24.8,,,
2025-12-21 08:00:00,1.53,8.61,24.41,,,
2025-12-21 08:15:00,1.78,7.88,24.58,,,
2025-12-21 08:30:00,2.26,8.05,25.01,,,
2025-12-21 08:45:00,2.52,8.24,26.15,,,
2025-12-21 09:00:00,3.27,8.24,24.69,,,
2025-12-21 09:15:00,2.74,8.19,26.39,,,
2025-12-21 09:30:00,4.02,8.07,25.4,,,
2025-12-21 09:45:00,5.81,8.43,25.12,,,
2025-12-21 10:00:00,6.21,8.18,26.25,,,
2025-12-21 10:15:00,6.54,8.23,25.81,,,
2025-12-21 10:30:00,6.7,8.74,26.52,flyover_window,DO_jump_>2,
2025-12-21 10:45:00,4.54,8.1,25.37,,DO_jump_>2,
2025-12-21 11:00:00,4.58,8.33,24.74,,,
2025-12-21 11:15:00,4.31,8.72,26,,,
2025-12-21 11:30:00,3.78,8.23,27.17,,,
2025-12-21 11:45:00,5.16,8.46,24.87,,,
2025-12-21 12:00:00,5.11,8.61,27.12,,,
2025-12-21 12:15:00,5.86,8.61,26.76,,,
2025-12-21 12:30:00,5.64,8.06,26.22,,,
2025-12-21 12:45:00,5.54,8.13,25.14,,,
2025-12-21 13:00:00,6.67,8.24,27.05,,DO_jump_>2,
2025-12-21 13:15:00,8.73,8.64,27.26,,DO_jump_>2,
2025-12-21 13:30:00,10.21,8.53,27.92,,,
2025-12-21 13:45:00,11.91,8.26,27.1,,,
2025-12-21 14:00:00,13.12,8.36,26.54,,,
2025-12-21 14:15:00,12.6,8.97,25.63,,DO_jump_>2,
2025-12-21 14:30:00,15.27,9.03,28.28,,DO_jump_>2,
2025-12-21 14:45:00,15.7,8.65,27.64,,,
2025-12-21 15:00:00,15.59,8.83,27.01,,,
2025-12-21 15:15:00,14.94,8.68,26.97,,,
2025-12-21 15:30:00,16.17,8.63,25.7,,,
2025-12-21 15:45:00,15.4,8.65,28.03,,,
2025-12-21 16:00:00,15.54,8.24,27.56,,,
2025-12-21 16:15:00,13.69,8.23,25.68,,,
2025-12-21 16:30:00,14.21,8.46,25.86,,,
2025-12-21 16:45:00,14.19,8.63,26.8,,,
2025-12-21 17:00:00,13.14,8.93,26.86,,,
2025-12-21 17:15:00,13.53,9.02,27.22,,,
2025-12-21 17:30:00,12.92,9.02,27.65,,,
2025-12-21 17:45:00,12.94,8.76,26.28,,,
2025-12-21 18:00:00,12.43,8.63,26.99,,,
2025-12-21 18:15:00,12.26,8.93,26.78,,,
2025-12-21 18:30:00,10.98,8.22,25.9,,,
2025-12-21 18:45:00,11.12,8.43,25.44,,,
2025-12-21 19:00:00,10.73,8.59,26.53,,,
2025-12-21 19:15:00,10.01,8.57,26.76,,,
2025-12-21 19:30:00,9.55,8.56,27.27,,,
2025-12-21 19:45:00,9.53,8.44,25.12,,,
2025-12-21 20:00:00,8.84,8.62,26.4,,,
2025-12-21 20:15:00,8.62,8.83,26.79,,,
2025-12-21 20:30:00,8.65,8.79,24.86,,,
2025-12-21 20:45:00,8.15,8.63,26.98,,,
2025-12-21 21:00:00,7.93,8.21,26.04,,,
2025-12-21 21:15:00,8.05,8.34,25.01,,,
2025-12-21 21:30:00,7.81,8.61,26.65,,,
2025-12-21 21:45:00,7.34,8.52,26.42,,,
2025-12-21 22:00:00,7.43,8.28,25.68,,,
2025-12-21 22:15:00,7.26,8.13,25.69,,DO_jump_>2,
2025-12-21 22:30:00,5.08,8.84,26.9,,DO_jump_>2,
2025-12-21 22:45:00,5.77,8.55,25.22,,,
2025-12-21 23:00:00,5.91,8.53,25.53,,,
2025-12-21 23:15:00,5.69,8.27,25.69,,,
2025-12-21 23:30:00,5.9,8.44,25.66,,,
2025-12-21 23:45:00,5.46,8.32,26.86,,,
2025-12-22 00:00:00,5.13,8.54,25.06,,,
2025-12-22 00:15:00,5.13,7.98,26.8,,,
2025-12-22 00:30:00,4.73,8.41,26.93,,,
2025-12-22 00:45:00,4.67,8.16,24.73,,,
2025-12-22 01:00:00,4.23,8.55,25.53,time_gap_>20min,,
2025-12-22 07:45:00,4.53,8.57,25.07,time_gap_>20min,,
2025-12-22 08:15:00,2.07,8.43,25.04,time_gap_>20min,,
2025-12-22 08:30:00,2.26,8,24.86,,,
2025-12-22 08:45:00,2.67,8.27,25.09,,,
2025-12-22 09:00:00,3.06,7.98,25.49,,,
2025-12-22 09:15:00,4.51,8.06,24.87,,,
2025-12-22 09:30:00,4.55,8.12,25.93,,,
2025-12-22 09:45:00,5.43,7.99,25.38,,,
2025-12-22 10:00:00,6.15,8.38,25.14,,,
2025-12-22 10:15:00,5.43,8.68,27.08,,,
2025-12-22 10:30:00,6.02,8.44,24.96,flyover_window,,
2025-12-22 10:45:00,4.06,8.36,26.77,time_gap_>20min,,
2025-12-22 11:15:00,3.83,8.6,25.99,time_gap_>20min,,
2025-12-22 11:45:00,3.11,7.91,25.32,time_gap_>20min,,
2025-12-22 12:00:00,3.53,8.55,26.47,,,
2025-12-22 12:15:00,4.92,8.67,25,,,
2025-12-22 12:30:00,6.26,8.5,27.08,,,
2025-12-22 12:45:00,6.05,8.45,25.65,,,
2025-12-22 13:00:00,6.27,8.6,26.06,,,
2025-12-22 13:15:00,6.65,8.42,27.27,,,
2025-12-22 13:30:00,6.66,8.67,27.61,,,
2025-12-22 13:45:00,7.83,8.24,26.71,,,
2025-12-22 14:00:00,9.63,8.2,27.28,,,
2025-12-22 14:15:00,9.46,8.09,27.36,,DO_jump_>2,
2025-12-22 14:30:00,12.09,8.47,27.04,,DO_jump_>2,
2025-12-22 14:45:00,11.35,8.71,27.02,,,
2025-12-22 15:00:00,11.96,8.3,25.73,,,
2025-12-22 15:15:00,11.88,8.57,25.92,,,
2025-12-22 15:30:00,12.44,8.59,26.79,,,
2025-12-22 15:45:00,12.01,8.61,27.38,,,
2025-12-22 16:00:00,12.45,8.33,25.8,,,
2025-12-22 16:15:00,11.68,8.27,27.58,,,
2025-12-22 16:30:00,11.85,8.4,27.08,,,
2025-12-22 16:45:00,11.7,8.22,27.64,,,
2025-12-22 17:00:00,12.28,8.2,27.17,,,
2025-12-22 17:15:00,12.57,8.88,26.75,,,
2025-12-22 17:30:00,12.68,8.39,26.38,,,
2025-12-22 17:45:00,12.62,8.81,26.38,,,
2025-12-22 18:00:00,12.5,8.72,25.54,,,
2025-12-22 18:15:00,11.47,8.74,27.17,,,
2025-12-22 18:30:00,11.96,8.69,25.68,,,
2025-12-22 18:45:00,10.62,8.34,26.03,,,
2025-12-22 19:00:00,11.12,8.32,27.55,,,
2025-12-22 19:15:00,10.81,8.95,26.26,,,
2025-12-22 19:30:00,10.21,8.42,27.66,,,
2025-12-22 19:45:00,10.71,8.5,25.23,,DO_jump_>2,
2025-12-22 20:00:00,8.36,8.54,25.31,,DO_jump_>2,
2025-12-22 20:15:00,10.05,8.26,25.27,,,
2025-12-22 20:30:00,9.68,8.17,25.2,,,
2025-12-22 20:45:00,9.78,8.15,26.9,,,
2025-12-22 21:00:00,9.34,8.62,27.51,,,
2025-12-22 21:15:00,9.05,8.52,25.77,,,
2025-12-22 21:30:00,9.02,8.42,25.3,,,
2025-12-22 21:45:00,8.61,8.37,26.01,,,
2025-12-22 22:00:00,8.31,8.58,25.97,,,
2025-12-22 22:15:00,8.82,8.9,25.83,,,
2025-12-22 22:30:00,8.19,8.21,27.1,,,
2025-12-22 22:45:00,7.4,8.67,27.17,,,
2025-12-22 23:00:00,7.1,8.58,25.84,,,
2025-12-22 23:15:00,6.77,8.66,25.66,,,
2025-12-22 23:30:00,6.54,8.72,25.4,,,
2025-12-22 23:45:00,6.05,8.64,24.52,,,
2025-12-23 00:00:00,6.37,8.27,25.6,,,
2025-12-23 00:15:00,5.66,8.28,24.54,,,
2025-12-23 00:30:00,5.59,8.21,26.23,,,
2025-12-23 00:45:00,4.82,8.23,25.62,,,
2025-12-23 01:00:00,4.53,8.68,25.75,,,
2025-12-23 01:15:00,4.45,8.13,25.52,,,
2025-12-23 01:30:00,3.99,8.56,26.81,,,
2025-12-23 01:45:00,3.47,8.43,25.55,,,
2025-12-23 02:00:00,3.9,7.96,26.41,,,
2025-12-23 02:15:00,3.71,8.05,25.31,,,
2025-12-23 02:30:00,3.28,8.71,24.62,,,
2025-12-23 02:45:00,3.19,7.95,26.09,,,
2025-12-23 03:00:00,2.36,8.42,24.8,,,
2025-12-23 03:15:00,2.56,7.94,26.77,,,
2025-12-23 03:30:00,2.23,7.94,26.34,,,
2025-12-23 03:45:00,2.39,8.12,26.67,,,
2025-12-23 04:00:00,2.04,8.05,25.13,,,
2025-12-23 04:15:00,1.82,8.36,24.43,,,
2025-12-23 04:30:00,1.26,8.41,26.36,,,
2025-12-23 04:45:00,1.23,8.67,25.37,,,
2025-12-23 05:00:00,1.55,8.12,24.39,,,
2025-12-23 05:15:00,1.61,8.38,24.63,,,
2025-12-23 05:30:00,1.51,8.18,26.47,,,
2025-12-23 05:45:00,1.45,7.95,25.89,,,
2025-12-23 06:00:00,1.3,8.49,25.96,,,
2025-12-23 06:15:00,1.19,8.08,24.4,,,
2025-12-23 06:30:00,0.83,8.55,24.88,,,
2025-12-23 06:45:00,0.86,7.87,25.81,,,
2025-12-23 07:00:00,0.79,7.9,26.42,,,
2025-12-23 07:15:00,0.68,8.01,25.05,,,
2025-12-23 07:30:00,0.68,8.26,24.56,,,
2025-12-23 07:45:00,0.77,8.39,25.75,,,
2025-12-23 08:00:00,0.91,7.93,25.15,,,
2025-12-23 08:15:00,0.93,8.33,25.44,,,
2025-12-23 08:30:00,1.4,8.27,24.36,,,
2025-12-23 08:45:00,2.93,8.32,26.27,,,
2025-12-23 09:00:00,2.08,8.05,24.21,,,
2025-12-23 09:15:00,3.77,8.09,26.23,,,
2025-12-23 09:30:00,3.01,8.26,25.76,,,
2025-12-23 09:45:00,4.21,8.02,24.42,,,
